no, time, user, action, count_cum_action, fre_cum_action
0,00:00:00,p13,brush,25,0.00977
1,00:00:00,p13,clear,1,0.00039
2,00:00:01,p13,brush,2,0.00078
3,00:00:07,p13,clear,1,0.00039
4,00:00:08,p13,brush,4,0.00156
5,00:00:08,p13,clear,1,0.00039
6,00:00:08,p13,brush,1,0.00039
7,00:00:11,p13,clear,1,0.00039
8,00:00:26,p13,pan,106,0.04141
9,00:00:26,p13,clear,1,0.00039
10,00:00:26,p13,brush,2,0.00078
11,00:00:29,p13,clear,1,0.00039
12,00:00:38,p13,pan,26,0.01016
13,00:00:38,p13,zoom,1,0.00039
14,00:00:39,p13,pan,1,0.00039
15,00:00:39,p13,zoom,1,0.00039
16,00:00:40,p13,pan,1,0.00039
17,00:00:40,p13,zoom,1,0.00039
18,00:00:55,p13,pan,54,0.02109
19,00:00:55,p13,zoom,1,0.00039
20,00:01:00,p13,pan,10,0.00391
21,00:01:00,p13,zoom,1,0.00039
22,00:01:01,p13,pan,1,0.00039
23,00:01:01,p13,zoom,1,0.00039
24,00:01:04,p13,pan,12,0.00469
25,00:01:05,p13,clear,1,0.00039
26,00:01:10,p13,pan,5,0.00195
27,00:01:10,p13,zoom,1,0.00039
28,00:01:10,p13,pan,1,0.00039
29,00:01:10,p13,zoom,1,0.00039
30,00:01:12,p13,pan,12,0.00469
31,00:01:13,p13,clear,1,0.00039
32,00:01:13,p13,pan,1,0.00039
33,00:01:13,p13,zoom,1,0.00039
34,00:01:14,p13,pan,1,0.00039
35,00:01:14,p13,zoom,1,0.00039
36,00:01:17,p13,pan,15,0.00586
37,00:01:17,p13,zoom,1,0.00039
38,00:01:18,p13,pan,1,0.00039
39,00:01:18,p13,zoom,1,0.00039
40,00:01:25,p13,pan,16,0.00625
41,00:01:27,p13,clear,1,0.00039
42,00:01:27,p13,pan,1,0.00039
43,00:01:27,p13,zoom,1,0.00039
44,00:01:28,p13,pan,1,0.00039
45,00:01:28,p13,zoom,1,0.00039
46,00:01:29,p13,pan,1,0.00039
47,00:01:29,p13,zoom,1,0.00039
48,00:01:34,p13,pan,15,0.00586
49,00:01:34,p13,zoom,1,0.00039
50,00:01:36,p13,pan,1,0.00039
51,00:01:36,p13,zoom,1,0.00039
52,00:01:39,p13,pan,17,0.00664
53,00:01:39,p13,zoom,1,0.00039
54,00:01:40,p13,pan,1,0.00039
55,00:01:40,p13,zoom,1,0.00039
56,00:01:45,p13,pan,1,0.00039
57,00:01:45,p13,zoom,1,0.00039
58,00:01:50,p13,pan,1,0.00039
59,00:01:50,p13,zoom,1,0.00039
60,00:01:51,p13,pan,1,0.00039
61,00:01:51,p13,zoom,1,0.00039
62,00:02:00,p13,pan,8,0.00313
63,00:02:00,p13,zoom,1,0.00039
64,00:02:01,p13,pan,1,0.00039
65,00:02:01,p13,zoom,1,0.00039
66,00:02:05,p13,pan,1,0.00039
67,00:02:05,p13,zoom,1,0.00039
68,00:02:06,p13,pan,1,0.00039
69,00:02:06,p13,zoom,1,0.00039
70,00:02:07,p13,pan,1,0.00039
71,00:02:07,p13,zoom,1,0.00039
72,00:02:07,p13,pan,1,0.00039
73,00:02:07,p13,zoom,1,0.00039
74,00:02:15,p13,pan,45,0.01758
75,00:02:15,p13,zoom,1,0.00039
76,00:02:16,p13,pan,1,0.00039
77,00:02:16,p13,zoom,1,0.00039
78,00:02:17,p13,pan,1,0.00039
79,00:02:17,p13,zoom,1,0.00039
80,00:02:33,p13,pan,19,0.00742
81,00:04:01,p13,range select,14,0.00547
82,00:04:01,p13,pan,1,0.00039
83,00:04:01,p13,zoom,1,0.00039
84,00:04:02,p13,pan,1,0.00039
85,00:04:02,p13,zoom,1,0.00039
86,00:04:03,p13,pan,1,0.00039
87,00:04:03,p13,zoom,1,0.00039
88,00:04:42,p13,pan,134,0.05234
89,00:04:42,p13,zoom,1,0.00039
90,00:07:03,p13,pan,50,0.01953
91,00:07:15,p13,range select,1,0.00039
92,00:07:15,p13,pan,1,0.00039
93,00:07:15,p13,zoom,1,0.00039
94,00:07:18,p13,pan,1,0.00039
95,00:07:18,p13,clear,1,0.00039
