clear, 1, 0.00
brush, 2, 0.00
range select, 2, 0.00
pan, 41, 0.02
clear, 1, 0.00
brush, 2, 0.00
range select, 1, 0.00
pan, 267, 0.14
range select, 5, 0.00
pan, 131, 0.07
range select, 9, 0.00
pan, 26, 0.01
range select, 8, 0.00
clear, 1, 0.00
brush, 2, 0.00
range select, 1, 0.00
clear, 1, 0.00
brush, 23, 0.01
range select, 6, 0.00
clear, 1, 0.00
pan, 188, 0.10
clear, 1, 0.00
pan, 26, 0.01
clear, 1, 0.00
pan, 90, 0.05
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 40, 0.02
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 37, 0.02
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 14, 0.01
zoom, 1, 0.00
pan, 20, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
brush, 1, 0.00
range select, 4, 0.00
pan, 18, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 34, 0.02
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
brush, 6, 0.00
clear, 1, 0.00
brush, 1, 0.00
range select, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 68, 0.03
range select, 7, 0.00
pan, 27, 0.01
range select, 1, 0.00
clear, 1, 0.00
brush, 1, 0.00
range select, 1, 0.00
clear, 1, 0.00
brush, 1, 0.00
range select, 1, 0.00
pan, 16, 0.01
range select, 5, 0.00
clear, 1, 0.00
brush, 1, 0.00
range select, 50, 0.03
clear, 1, 0.00
brush, 1, 0.00
range select, 210, 0.11
clear, 1, 0.00
brush, 1, 0.00
range select, 24, 0.01
clear, 1, 0.00
pan, 53, 0.03
range select, 45, 0.02
clear, 1, 0.00
brush, 2, 0.00
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
brush, 3, 0.00
clear, 1, 0.00
brush, 2, 0.00
clear, 1, 0.00
pan, 12, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 14, 0.01
zoom, 1, 0.00
pan, 78, 0.04
range select, 64, 0.03
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 19, 0.01
range select, 16, 0.01
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 48, 0.02
range select, 40, 0.02
pan, 9, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 14, 0.01
range select, 33, 0.02
pan, 14, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 13, 0.01
zoom, 1, 0.00
pan, 11, 0.01
range select, 22, 0.01
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
brush, 3, 0.00
clear, 1, 0.00
pan, 10, 0.01
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
