no, time, user, action, count_cum_action, fre_cum_action
0,00:01:05,p9,clear,1,0.00021
1,00:01:05,p9,brush,1,0.00021
2,00:01:10,p9,clear,1,0.00021
3,00:01:10,p9,brush,1,0.00021
4,00:01:12,p9,clear,1,0.00021
5,00:01:14,p9,brush,1,0.00021
6,00:01:18,p9,range select,1,0.00021
7,00:01:45,p9,pan,82,0.01761
8,00:01:45,p9,zoom,1,0.00021
9,00:01:46,p9,pan,1,0.00021
10,00:01:46,p9,zoom,1,0.00021
11,00:01:49,p9,pan,1,0.00021
12,00:01:49,p9,zoom,1,0.00021
13,00:01:50,p9,pan,1,0.00021
14,00:01:50,p9,zoom,1,0.00021
15,00:01:52,p9,pan,1,0.00021
16,00:01:52,p9,zoom,1,0.00021
17,00:01:55,p9,pan,1,0.00021
18,00:01:55,p9,zoom,1,0.00021
19,00:01:57,p9,pan,1,0.00021
20,00:01:57,p9,zoom,1,0.00021
21,00:02:26,p9,pan,13,0.00279
22,00:02:26,p9,zoom,1,0.00021
23,00:02:26,p9,pan,1,0.00021
24,00:02:26,p9,zoom,1,0.00021
25,00:02:27,p9,pan,1,0.00021
26,00:02:27,p9,zoom,1,0.00021
27,00:02:28,p9,pan,1,0.00021
28,00:02:28,p9,zoom,1,0.00021
29,00:02:28,p9,pan,1,0.00021
30,00:02:28,p9,zoom,1,0.00021
31,00:02:29,p9,pan,1,0.00021
32,00:02:29,p9,zoom,1,0.00021
33,00:02:30,p9,pan,1,0.00021
34,00:02:30,p9,zoom,1,0.00021
35,00:02:36,p9,pan,1,0.00021
36,00:02:50,p9,range select,1,0.00021
37,00:02:54,p9,pan,28,0.00601
38,00:02:54,p9,zoom,1,0.00021
39,00:02:57,p9,pan,14,0.00301
40,00:02:57,p9,zoom,1,0.00021
41,00:03:00,p9,pan,1,0.00021
42,00:03:00,p9,zoom,1,0.00021
43,00:03:03,p9,pan,7,0.00150
44,00:03:03,p9,zoom,1,0.00021
45,00:03:04,p9,pan,1,0.00021
46,00:03:04,p9,zoom,1,0.00021
47,00:03:06,p9,pan,1,0.00021
48,00:03:06,p9,zoom,1,0.00021
49,00:03:07,p9,pan,1,0.00021
50,00:03:07,p9,zoom,1,0.00021
51,00:03:25,p9,pan,12,0.00258
52,00:03:25,p9,zoom,1,0.00021
53,00:03:26,p9,pan,1,0.00021
54,00:03:26,p9,zoom,1,0.00021
55,00:03:26,p9,pan,1,0.00021
56,00:03:26,p9,zoom,1,0.00021
57,00:03:27,p9,pan,1,0.00021
58,00:03:27,p9,zoom,1,0.00021
59,00:03:28,p9,pan,1,0.00021
60,00:03:28,p9,zoom,1,0.00021
61,00:03:29,p9,pan,1,0.00021
62,00:03:29,p9,zoom,1,0.00021
63,00:03:30,p9,pan,1,0.00021
64,00:03:30,p9,zoom,1,0.00021
65,00:03:32,p9,pan,1,0.00021
66,00:04:29,p9,range select,4,0.00086
67,00:04:58,p9,pan,95,0.02040
68,00:04:59,p9,range select,1,0.00021
69,00:05:08,p9,pan,24,0.00515
70,00:06:13,p9,range select,37,0.00795
71,00:06:16,p9,clear,1,0.00021
72,00:06:17,p9,brush,26,0.00558
73,00:06:21,p9,clear,1,0.00021
74,00:06:35,p9,brush,26,0.00558
75,00:06:35,p9,clear,1,0.00021
76,00:06:37,p9,brush,4,0.00086
77,00:06:37,p9,clear,1,0.00021
78,00:06:50,p9,brush,32,0.00687
79,00:06:50,p9,clear,1,0.00021
80,00:06:51,p9,brush,21,0.00451
81,00:06:51,p9,clear,1,0.00021
82,00:06:53,p9,brush,7,0.00150
83,00:07:01,p9,clear,1,0.00021
84,00:07:01,p9,brush,1,0.00021
85,00:07:02,p9,clear,1,0.00021
86,00:07:02,p9,brush,4,0.00086
87,00:07:08,p9,clear,1,0.00021
88,00:07:12,p9,brush,31,0.00666
89,00:07:12,p9,clear,1,0.00021
90,00:07:20,p9,brush,65,0.01396
91,00:07:20,p9,clear,1,0.00021
92,00:07:25,p9,brush,31,0.00666
93,00:07:27,p9,clear,1,0.00021
94,00:07:41,p9,brush,37,0.00795
95,00:07:43,p9,clear,1,0.00021
96,00:07:49,p9,brush,10,0.00215
97,00:08:16,p9,range select,76,0.01632
98,00:08:16,p9,pan,1,0.00021
99,00:08:16,p9,zoom,1,0.00021
100,00:08:20,p9,pan,18,0.00387
101,00:08:20,p9,zoom,1,0.00021
102,00:08:21,p9,pan,1,0.00021
103,00:08:21,p9,zoom,1,0.00021
104,00:08:46,p9,pan,65,0.01396
105,00:08:46,p9,zoom,1,0.00021
106,00:08:55,p9,pan,27,0.00580
107,00:08:55,p9,zoom,1,0.00021
108,00:08:56,p9,pan,1,0.00021
109,00:08:56,p9,zoom,1,0.00021
110,00:09:10,p9,pan,1,0.00021
111,00:09:12,p9,clear,1,0.00021
112,00:09:12,p9,brush,5,0.00107
113,00:09:24,p9,clear,1,0.00021
114,00:10:19,p9,range select,275,0.05905
115,00:10:20,p9,clear,1,0.00021
116,00:10:25,p9,pan,31,0.00666
117,00:10:44,p9,range select,39,0.00837
118,00:10:45,p9,pan,10,0.00215
119,00:11:58,p9,range select,318,0.06828
120,00:11:59,p9,pan,1,0.00021
121,00:11:59,p9,zoom,1,0.00021
122,00:12:01,p9,pan,13,0.00279
123,00:12:01,p9,zoom,1,0.00021
124,00:12:03,p9,pan,8,0.00172
125,00:12:03,p9,zoom,1,0.00021
126,00:12:06,p9,pan,8,0.00172
127,00:12:08,p9,range select,23,0.00494
128,00:12:13,p9,pan,1,0.00021
129,00:12:13,p9,zoom,1,0.00021
130,00:12:14,p9,pan,1,0.00021
131,00:12:14,p9,zoom,1,0.00021
132,00:12:17,p9,pan,28,0.00601
133,00:12:32,p9,range select,141,0.03028
134,00:12:34,p9,pan,6,0.00129
135,00:12:35,p9,zoom,1,0.00021
136,00:12:36,p9,pan,1,0.00021
137,00:12:36,p9,zoom,1,0.00021
138,00:12:38,p9,pan,13,0.00279
139,00:12:46,p9,range select,33,0.00709
140,00:12:50,p9,clear,1,0.00021
141,00:12:50,p9,pan,1,0.00021
142,00:12:50,p9,zoom,1,0.00021
143,00:12:51,p9,pan,1,0.00021
144,00:12:51,p9,zoom,1,0.00021
145,00:12:51,p9,pan,1,0.00021
146,00:12:51,p9,zoom,1,0.00021
147,00:12:58,p9,pan,25,0.00537
148,00:12:58,p9,clear,1,0.00021
149,00:13:00,p9,pan,12,0.00258
150,00:13:31,p9,range select,107,0.02298
151,00:13:32,p9,clear,1,0.00021
152,00:13:32,p9,brush,1,0.00021
153,00:13:34,p9,clear,1,0.00021
154,00:14:03,p9,range select,34,0.00730
155,00:14:06,p9,pan,19,0.00408
156,00:14:48,p9,range select,34,0.00730
157,00:14:52,p9,pan,18,0.00387
158,00:14:52,p9,zoom,1,0.00021
159,00:14:55,p9,pan,12,0.00258
160,00:14:55,p9,zoom,1,0.00021
161,00:14:59,p9,pan,15,0.00322
162,00:14:59,p9,zoom,1,0.00021
163,00:15:01,p9,pan,1,0.00021
164,00:15:01,p9,zoom,1,0.00021
165,00:15:13,p9,pan,22,0.00472
166,00:15:37,p9,range select,36,0.00773
167,00:15:38,p9,pan,1,0.00021
168,00:15:38,p9,zoom,1,0.00021
169,00:15:41,p9,pan,17,0.00365
170,00:15:41,p9,zoom,1,0.00021
171,00:15:59,p9,pan,36,0.00773
172,00:15:59,p9,zoom,1,0.00021
173,00:16:02,p9,pan,13,0.00279
174,00:16:02,p9,zoom,1,0.00021
175,00:16:30,p9,pan,30,0.00644
176,00:16:30,p9,zoom,1,0.00021
177,00:16:33,p9,pan,1,0.00021
178,00:16:33,p9,zoom,1,0.00021
179,00:16:34,p9,pan,1,0.00021
180,00:16:34,p9,zoom,1,0.00021
181,00:16:35,p9,pan,1,0.00021
182,00:16:35,p9,zoom,1,0.00021
183,00:16:36,p9,pan,1,0.00021
184,00:16:36,p9,zoom,1,0.00021
185,00:16:37,p9,pan,1,0.00021
186,00:16:37,p9,zoom,1,0.00021
187,00:16:41,p9,pan,14,0.00301
188,00:16:41,p9,zoom,1,0.00021
189,00:16:42,p9,pan,1,0.00021
190,00:16:42,p9,zoom,1,0.00021
191,00:16:46,p9,pan,13,0.00279
192,00:16:46,p9,zoom,1,0.00021
193,00:16:57,p9,pan,78,0.01675
194,00:16:57,p9,zoom,1,0.00021
195,00:17:03,p9,pan,72,0.01546
196,00:17:03,p9,zoom,1,0.00021
197,00:17:07,p9,pan,1,0.00021
198,00:17:07,p9,zoom,1,0.00021
199,00:17:09,p9,pan,1,0.00021
200,00:17:09,p9,zoom,1,0.00021
201,00:17:17,p9,pan,33,0.00709
202,00:17:17,p9,zoom,1,0.00021
203,00:18:25,p9,pan,504,0.10822
204,00:18:25,p9,zoom,1,0.00021
205,00:18:27,p9,pan,1,0.00021
206,00:18:27,p9,zoom,1,0.00021
207,00:18:31,p9,pan,1,0.00021
208,00:18:31,p9,zoom,1,0.00021
209,00:18:35,p9,pan,1,0.00021
210,00:18:43,p9,range select,15,0.00322
211,00:18:44,p9,clear,1,0.00021
212,00:18:44,p9,pan,1,0.00021
213,00:18:44,p9,zoom,1,0.00021
214,00:18:45,p9,pan,1,0.00021
215,00:18:45,p9,zoom,1,0.00021
216,00:18:50,p9,pan,41,0.00880
217,00:18:54,p9,clear,1,0.00021
218,00:19:04,p9,pan,40,0.00859
219,00:19:20,p9,range select,30,0.00644
220,00:19:20,p9,pan,1,0.00021
221,00:19:20,p9,zoom,1,0.00021
222,00:19:21,p9,pan,1,0.00021
223,00:19:21,p9,zoom,1,0.00021
224,00:19:22,p9,pan,1,0.00021
225,00:19:22,p9,zoom,1,0.00021
226,00:19:22,p9,pan,1,0.00021
227,00:19:22,p9,zoom,1,0.00021
228,00:19:26,p9,pan,22,0.00472
229,00:19:26,p9,zoom,1,0.00021
230,00:19:27,p9,pan,1,0.00021
231,00:19:27,p9,zoom,1,0.00021
232,00:19:33,p9,pan,18,0.00387
233,00:19:33,p9,zoom,1,0.00021
234,00:19:43,p9,pan,109,0.02341
235,00:19:43,p9,zoom,1,0.00021
236,00:19:47,p9,pan,1,0.00021
237,00:19:58,p9,range select,45,0.00966
238,00:20:01,p9,pan,7,0.00150
239,00:20:01,p9,zoom,1,0.00021
240,00:20:01,p9,pan,1,0.00021
241,00:20:01,p9,zoom,1,0.00021
242,00:20:02,p9,pan,1,0.00021
243,00:20:02,p9,zoom,1,0.00021
244,00:20:03,p9,pan,1,0.00021
245,00:20:03,p9,zoom,1,0.00021
246,00:20:05,p9,pan,1,0.00021
247,00:21:15,p9,range select,339,0.07279
248,00:21:16,p9,pan,3,0.00064
249,00:21:16,p9,zoom,1,0.00021
250,00:21:17,p9,pan,16,0.00344
251,00:21:17,p9,zoom,1,0.00021
252,00:21:20,p9,pan,12,0.00258
253,00:22:05,p9,range select,443,0.09513
254,00:22:05,p9,pan,1,0.00021
255,00:22:05,p9,zoom,1,0.00021
256,00:22:06,p9,pan,1,0.00021
257,00:22:06,p9,zoom,1,0.00021
