no, time, user, action, count_cum_action, fre_cum_action
0, 00:00:11, p17, pan, 1, 0.00021
1, 00:00:11, p17, clear, 1, 0.00021
2, 00:00:12, p17, brush, 4, 0.00086
3, 00:00:40, p17, clear, 1, 0.00021
4, 00:00:41, p17, brush, 16, 0.00343
5, 00:00:42, p17, clear, 1, 0.00021
6, 00:00:42, p17, brush, 1, 0.00021
7, 00:00:45, p17, clear, 1, 0.00021
8, 00:01:03, p17, brush, 2, 0.00043
9, 00:01:04, p17, clear, 1, 0.00021
10, 00:01:04, p17, brush, 2, 0.00043
11, 00:01:04, p17, clear, 1, 0.00021
12, 00:01:06, p17, brush, 9, 0.00193
13, 00:01:06, p17, clear, 1, 0.00021
14, 00:01:09, p17, brush, 13, 0.00278
15, 00:01:09, p17, clear, 1, 0.00021
16, 00:01:15, p17, brush, 4, 0.00086
17, 00:01:30, p17, clear, 1, 0.00021
18, 00:01:30, p17, brush, 3, 0.00064
19, 00:01:30, p17, clear, 1, 0.00021
20, 00:01:31, p17, brush, 15, 0.00321
21, 00:01:31, p17, clear, 1, 0.00021
22, 00:01:31, p17, brush, 1, 0.00021
23, 00:01:31, p17, clear, 1, 0.00021
24, 00:01:31, p17, brush, 5, 0.00107
25, 00:01:31, p17, clear, 1, 0.00021
26, 00:01:32, p17, brush, 22, 0.00471
27, 00:01:32, p17, clear, 1, 0.00021
28, 00:01:32, p17, brush, 7, 0.00150
29, 00:01:32, p17, clear, 1, 0.00021
30, 00:01:33, p17, brush, 26, 0.00557
31, 00:01:33, p17, clear, 1, 0.00021
32, 00:01:33, p17, brush, 17, 0.00364
33, 00:01:33, p17, clear, 1, 0.00021
34, 00:01:33, p17, brush, 3, 0.00064
35, 00:01:34, p17, clear, 1, 0.00021
36, 00:01:34, p17, brush, 1, 0.00021
37, 00:01:34, p17, clear, 1, 0.00021
38, 00:01:35, p17, brush, 9, 0.00193
39, 00:01:35, p17, clear, 1, 0.00021
40, 00:01:36, p17, brush, 9, 0.00193
41, 00:01:36, p17, clear, 1, 0.00021
42, 00:01:36, p17, brush, 7, 0.00150
43, 00:01:36, p17, clear, 1, 0.00021
44, 00:01:36, p17, brush, 15, 0.00321
45, 00:02:08, p17, clear, 1, 0.00021
46, 00:02:10, p17, brush, 5, 0.00107
47, 00:02:10, p17, clear, 1, 0.00021
48, 00:02:18, p17, brush, 17, 0.00364
49, 00:04:49, p17, range select, 15, 0.00321
50, 00:05:17, p17, pan, 210, 0.04498
51, 00:05:24, p17, range select, 19, 0.00407
52, 00:05:24, p17, pan, 1, 0.00021
53, 00:05:24, p17, zoom, 1, 0.00021
54, 00:05:26, p17, pan, 1, 0.00021
55, 00:05:26, p17, zoom, 1, 0.00021
56, 00:05:53, p17, pan, 1, 0.00021
57, 00:05:53, p17, zoom, 1, 0.00021
58, 00:05:54, p17, pan, 1, 0.00021
59, 00:05:54, p17, zoom, 1, 0.00021
60, 00:08:49, p17, pan, 558, 0.11951
61, 00:08:49, p17, zoom, 1, 0.00021
62, 00:08:51, p17, pan, 1, 0.00021
63, 00:08:51, p17, zoom, 1, 0.00021
64, 00:08:54, p17, pan, 28, 0.00600
65, 00:08:54, p17, zoom, 1, 0.00021
66, 00:08:57, p17, pan, 3, 0.00064
67, 00:08:57, p17, zoom, 1, 0.00021
68, 00:09:01, p17, pan, 26, 0.00557
69, 00:09:01, p17, zoom, 1, 0.00021
70, 00:09:07, p17, pan, 1, 0.00021
71, 00:09:07, p17, zoom, 1, 0.00021
72, 00:09:13, p17, pan, 26, 0.00557
73, 00:09:13, p17, zoom, 1, 0.00021
74, 00:09:26, p17, pan, 22, 0.00471
75, 00:09:26, p17, zoom, 1, 0.00021
76, 00:09:27, p17, pan, 1, 0.00021
77, 00:09:27, p17, zoom, 1, 0.00021
78, 00:09:49, p17, pan, 1, 0.00021
79, 00:09:49, p17, zoom, 1, 0.00021
80, 00:09:50, p17, pan, 1, 0.00021
81, 00:09:50, p17, zoom, 1, 0.00021
82, 00:09:51, p17, pan, 1, 0.00021
83, 00:09:51, p17, zoom, 1, 0.00021
84, 00:09:52, p17, pan, 1, 0.00021
85, 00:09:52, p17, zoom, 1, 0.00021
86, 00:09:57, p17, pan, 33, 0.00707
87, 00:09:57, p17, zoom, 1, 0.00021
88, 00:10:01, p17, pan, 1, 0.00021
89, 00:10:02, p17, range select, 14, 0.00300
90, 00:10:04, p17, pan, 2, 0.00043
91, 00:10:07, p17, range select, 1, 0.00021
