pan, 189, 0.03
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 10, 0.00
zoom, 1, 0.00
pan, 7, 0.00
zoom, 1, 0.00
pan, 355, 0.05
zoom, 1, 0.00
pan, 1, 0.00
range select, 2, 0.00
clear, 1, 0.00
range select, 8, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 9, 0.00
range select, 204, 0.03
pan, 6, 0.00
range select, 14, 0.00
pan, 12, 0.00
range select, 14, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 19, 0.00
pan, 58, 0.01
range select, 24, 0.00
clear, 1, 0.00
brush, 2, 0.00
clear, 1, 0.00
brush, 6, 0.00
clear, 1, 0.00
brush, 8, 0.00
clear, 1, 0.00
brush, 3, 0.00
clear, 1, 0.00
brush, 3, 0.00
clear, 1, 0.00
range select, 88, 0.01
pan, 1, 0.00
zoom, 1, 0.00
pan, 38, 0.01
range select, 32, 0.00
clear, 1, 0.00
brush, 1, 0.00
range select, 68, 0.01
clear, 1, 0.00
range select, 17, 0.00
clear, 1, 0.00
range select, 22, 0.00
clear, 1, 0.00
brush, 2, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 3, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 37, 0.00
range select, 146, 0.02
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 21, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 20, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 33, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 4, 0.00
range select, 15, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 14, 0.00
zoom, 1, 0.00
