no, time, user, action, count_cum_action, fre_cum_action
0, 00:31:49, p16, brush, 1, 0.00034
1, 00:31:52, p16, clear, 1, 0.00034
2, 00:31:58, p16, brush, 57, 0.01949
3, 00:31:58, p16, clear, 1, 0.00034
4, 00:32:07, p16, brush, 97, 0.03317
5, 00:32:08, p16, clear, 1, 0.00034
6, 00:32:36, p16, brush, 25, 0.00855
7, 00:32:37, p16, clear, 1, 0.00034
8, 00:32:52, p16, brush, 8, 0.00274
9, 00:32:52, p16, clear, 1, 0.00034
10, 00:32:54, p16, brush, 27, 0.00923
11, 00:32:54, p16, clear, 1, 0.00034
12, 00:32:54, p16, brush, 5, 0.00171
13, 00:32:57, p16, clear, 1, 0.00034
14, 00:32:57, p16, brush, 1, 0.00034
15, 00:32:57, p16, clear, 1, 0.00034
16, 00:32:57, p16, brush, 1, 0.00034
17, 00:33:46, p16, range select, 2, 0.00068
18, 00:33:47, p16, clear, 1, 0.00034
19, 00:34:11, p16, brush, 22, 0.00752
20, 00:35:45, p16, range select, 34, 0.01163
21, 00:35:46, p16, clear, 1, 0.00034
22, 00:35:46, p16, brush, 2, 0.00068
23, 00:35:46, p16, clear, 1, 0.00034
24, 00:35:46, p16, brush, 9, 0.00308
25, 00:35:46, p16, clear, 1, 0.00034
26, 00:35:47, p16, brush, 14, 0.00479
27, 00:36:47, p16, range select, 56, 0.01915
28, 00:36:48, p16, clear, 1, 0.00034
29, 00:36:49, p16, brush, 1, 0.00034
30, 00:36:53, p16, clear, 1, 0.00034
31, 00:37:05, p16, range select, 76, 0.02599
32, 00:37:05, p16, pan, 1, 0.00034
33, 00:37:05, p16, zoom, 1, 0.00034
34, 00:37:11, p16, pan, 1, 0.00034
35, 00:37:11, p16, zoom, 1, 0.00034
36, 00:37:22, p16, pan, 68, 0.02326
37, 00:37:34, p16, clear, 1, 0.00034
38, 00:37:35, p16, brush, 12, 0.00410
39, 00:37:44, p16, clear, 1, 0.00034
40, 00:37:44, p16, brush, 1, 0.00034
41, 00:37:44, p16, clear, 1, 0.00034
42, 00:37:44, p16, brush, 2, 0.00068
43, 00:38:02, p16, clear, 1, 0.00034
44, 00:38:52, p16, range select, 39, 0.01334
45, 00:38:57, p16, clear, 1, 0.00034
46, 00:39:18, p16, range select, 38, 0.01300
47, 00:39:19, p16, clear, 1, 0.00034
48, 00:39:19, p16, brush, 1, 0.00034
49, 00:39:23, p16, clear, 1, 0.00034
50, 00:39:53, p16, range select, 31, 0.01060
51, 00:39:57, p16, clear, 1, 0.00034
52, 00:40:29, p16, range select, 395, 0.13509
53, 00:40:29, p16, clear, 1, 0.00034
54, 00:40:30, p16, brush, 10, 0.00342
55, 00:40:30, p16, clear, 1, 0.00034
56, 00:40:31, p16, brush, 10, 0.00342
57, 00:40:31, p16, clear, 1, 0.00034
58, 00:40:32, p16, brush, 2, 0.00068
59, 00:40:32, p16, clear, 1, 0.00034
60, 00:40:36, p16, brush, 2, 0.00068
61, 00:41:21, p16, range select, 15, 0.00513
62, 00:41:22, p16, pan, 1, 0.00034
63, 00:41:22, p16, zoom, 1, 0.00034
64, 00:41:27, p16, pan, 1, 0.00034
65, 00:41:27, p16, zoom, 1, 0.00034
66, 00:41:32, p16, pan, 1, 0.00034
67, 00:41:39, p16, range select, 2, 0.00068
68, 00:41:39, p16, pan, 1, 0.00034
69, 00:41:39, p16, zoom, 1, 0.00034
70, 00:41:43, p16, pan, 1, 0.00034
71, 00:41:43, p16, zoom, 1, 0.00034
72, 00:41:43, p16, pan, 1, 0.00034
73, 00:41:43, p16, zoom, 1, 0.00034
74, 00:41:44, p16, pan, 1, 0.00034
75, 00:41:44, p16, zoom, 1, 0.00034
76, 00:42:04, p16, pan, 176, 0.06019
77, 00:42:07, p16, clear, 1, 0.00034
78, 00:42:08, p16, brush, 6, 0.00205
79, 00:42:08, p16, clear, 1, 0.00034
80, 00:42:19, p16, brush, 30, 0.01026
81, 00:42:20, p16, clear, 1, 0.00034
82, 00:42:22, p16, brush, 2, 0.00068
83, 00:42:23, p16, clear, 1, 0.00034
84, 00:42:24, p16, brush, 5, 0.00171
85, 00:42:27, p16, clear, 1, 0.00034
86, 00:43:07, p16, range select, 105, 0.03591
87, 00:43:12, p16, clear, 1, 0.00034
88, 00:43:39, p16, range select, 55, 0.01881
89, 00:43:46, p16, pan, 128, 0.04378
90, 00:43:52, p16, range select, 1, 0.00034
91, 00:43:58, p16, pan, 41, 0.01402
92, 00:44:09, p16, range select, 2, 0.00068
93, 00:44:09, p16, clear, 1, 0.00034
94, 00:44:09, p16, brush, 5, 0.00171
95, 00:44:10, p16, clear, 1, 0.00034
96, 00:44:16, p16, brush, 2, 0.00068
97, 00:44:21, p16, range select, 1, 0.00034
98, 00:44:21, p16, pan, 1, 0.00034
99, 00:44:22, p16, zoom, 1, 0.00034
100, 00:44:24, p16, pan, 1, 0.00034
101, 00:44:24, p16, zoom, 1, 0.00034
102, 00:44:26, p16, pan, 1, 0.00034
103, 00:44:26, p16, zoom, 1, 0.00034
104, 00:44:28, p16, pan, 1, 0.00034
105, 00:44:28, p16, zoom, 1, 0.00034
106, 00:44:30, p16, pan, 1, 0.00034
107, 00:44:30, p16, zoom, 1, 0.00034
108, 00:44:34, p16, pan, 1, 0.00034
109, 00:44:34, p16, zoom, 1, 0.00034
110, 00:44:40, p16, pan, 1, 0.00034
111, 00:44:40, p16, zoom, 1, 0.00034
112, 00:44:43, p16, pan, 1, 0.00034
113, 00:44:43, p16, zoom, 1, 0.00034
114, 00:44:49, p16, pan, 1, 0.00034
115, 00:44:49, p16, zoom, 1, 0.00034
116, 00:44:53, p16, pan, 1, 0.00034
117, 00:45:02, p16, range select, 36, 0.01231
118, 00:45:03, p16, clear, 1, 0.00034
119, 00:45:03, p16, brush, 1, 0.00034
120, 00:45:03, p16, clear, 1, 0.00034
121, 00:45:04, p16, brush, 4, 0.00137
122, 00:45:36, p16, range select, 44, 0.01505
123, 00:45:37, p16, pan, 1, 0.00034
124, 00:45:37, p16, zoom, 1, 0.00034
125, 00:45:38, p16, pan, 1, 0.00034
126, 00:45:38, p16, zoom, 1, 0.00034
127, 00:45:39, p16, pan, 1, 0.00034
128, 00:45:39, p16, zoom, 1, 0.00034
129, 00:45:39, p16, pan, 1, 0.00034
130, 00:45:39, p16, zoom, 1, 0.00034
131, 00:45:40, p16, pan, 1, 0.00034
132, 00:45:40, p16, zoom, 1, 0.00034
133, 00:45:50, p16, pan, 77, 0.02633
134, 00:45:51, p16, clear, 1, 0.00034
135, 00:46:00, p16, brush, 1, 0.00034
136, 00:46:02, p16, clear, 1, 0.00034
137, 00:46:03, p16, brush, 1, 0.00034
138, 00:46:13, p16, range select, 31, 0.01060
139, 00:46:13, p16, pan, 1, 0.00034
140, 00:46:13, p16, zoom, 1, 0.00034
141, 00:46:15, p16, pan, 1, 0.00034
142, 00:46:15, p16, zoom, 1, 0.00034
143, 00:46:22, p16, pan, 17, 0.00581
144, 00:46:22, p16, zoom, 1, 0.00034
145, 00:46:27, p16, pan, 35, 0.01197
146, 00:46:27, p16, zoom, 1, 0.00034
147, 00:46:53, p16, pan, 62, 0.02120
148, 00:46:55, p16, range select, 1, 0.00034
149, 00:46:56, p16, clear, 1, 0.00034
150, 00:47:12, p16, brush, 9, 0.00308
151, 00:47:20, p16, range select, 1, 0.00034
152, 00:47:20, p16, pan, 1, 0.00034
153, 00:47:20, p16, zoom, 1, 0.00034
154, 00:47:21, p16, pan, 1, 0.00034
155, 00:47:21, p16, zoom, 1, 0.00034
156, 00:47:23, p16, pan, 1, 0.00034
157, 00:47:23, p16, zoom, 1, 0.00034
158, 00:47:25, p16, pan, 1, 0.00034
159, 00:47:25, p16, zoom, 1, 0.00034
160, 00:47:28, p16, pan, 1, 0.00034
161, 00:47:28, p16, clear, 1, 0.00034
162, 00:47:34, p16, brush, 9, 0.00308
163, 00:47:35, p16, clear, 1, 0.00034
164, 00:47:36, p16, pan, 17, 0.00581
165, 00:47:36, p16, clear, 1, 0.00034
166, 00:47:37, p16, brush, 5, 0.00171
167, 00:47:38, p16, clear, 1, 0.00034
168, 00:47:38, p16, brush, 5, 0.00171
169, 00:47:43, p16, clear, 1, 0.00034
170, 00:47:43, p16, brush, 2, 0.00068
171, 00:47:44, p16, clear, 1, 0.00034
172, 00:47:44, p16, brush, 2, 0.00068
173, 00:47:44, p16, clear, 1, 0.00034
174, 00:47:45, p16, brush, 13, 0.00445
175, 00:47:45, p16, clear, 1, 0.00034
176, 00:47:45, p16, brush, 4, 0.00137
177, 00:47:45, p16, clear, 1, 0.00034
178, 00:47:45, p16, brush, 12, 0.00410
179, 00:47:45, p16, clear, 1, 0.00034
180, 00:47:47, p16, brush, 9, 0.00308
181, 00:47:48, p16, clear, 1, 0.00034
182, 00:47:48, p16, brush, 3, 0.00103
183, 00:48:18, p16, range select, 16, 0.00547
184, 00:48:18, p16, clear, 1, 0.00034
185, 00:48:19, p16, brush, 8, 0.00274
186, 00:48:19, p16, clear, 1, 0.00034
187, 00:48:19, p16, brush, 11, 0.00376
188, 00:48:19, p16, clear, 1, 0.00034
189, 00:48:19, p16, brush, 9, 0.00308
190, 00:48:20, p16, clear, 1, 0.00034
191, 00:48:44, p16, brush, 7, 0.00239
