pan, 1, 0.00
clear, 1, 0.00
brush, 5, 0.00
clear, 1, 0.00
range select, 275, 0.06
clear, 1, 0.00
pan, 31, 0.01
range select, 39, 0.01
pan, 10, 0.00
range select, 318, 0.07
pan, 1, 0.00
zoom, 1, 0.00
pan, 13, 0.00
zoom, 1, 0.00
pan, 8, 0.00
zoom, 1, 0.00
pan, 8, 0.00
range select, 23, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 28, 0.01
range select, 141, 0.03
pan, 6, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 13, 0.00
range select, 33, 0.01
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 25, 0.01
clear, 1, 0.00
pan, 12, 0.00
range select, 107, 0.02
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
range select, 34, 0.01
pan, 19, 0.00
range select, 34, 0.01
pan, 18, 0.00
zoom, 1, 0.00
pan, 12, 0.00
zoom, 1, 0.00
pan, 15, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 22, 0.00
range select, 36, 0.01
pan, 1, 0.00
zoom, 1, 0.00
pan, 17, 0.00
zoom, 1, 0.00
pan, 36, 0.01
zoom, 1, 0.00
pan, 13, 0.00
zoom, 1, 0.00
pan, 30, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 14, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 13, 0.00
zoom, 1, 0.00
pan, 78, 0.02
zoom, 1, 0.00
pan, 72, 0.02
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 33, 0.01
zoom, 1, 0.00
pan, 504, 0.11
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 15, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 41, 0.01
clear, 1, 0.00
pan, 40, 0.01
range select, 30, 0.01
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 22, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 18, 0.00
zoom, 1, 0.00
pan, 109, 0.02
zoom, 1, 0.00
pan, 1, 0.00
range select, 45, 0.01
pan, 7, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 339, 0.07
pan, 3, 0.00
zoom, 1, 0.00
pan, 16, 0.00
zoom, 1, 0.00
pan, 12, 0.00
range select, 443, 0.10
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 8, 0.00
range select, 53, 0.01
clear, 1, 0.00
brush, 2, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 8, 0.00
zoom, 1, 0.00
pan, 6, 0.00
zoom, 1, 0.00
pan, 8, 0.00
zoom, 1, 0.00
pan, 21, 0.00
zoom, 1, 0.00
pan, 15, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 7, 0.00
zoom, 1, 0.00
pan, 126, 0.03
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 72, 0.02
zoom, 1, 0.00
pan, 11, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 13, 0.00
zoom, 1, 0.00
pan, 9, 0.00
zoom, 1, 0.00
pan, 3, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 94, 0.02
zoom, 1, 0.00
pan, 91, 0.02
range select, 24, 0.01
