clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
brush, 1, 0.00
range select, 1, 0.00
pan, 82, 0.02
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 13, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 1, 0.00
pan, 28, 0.01
zoom, 1, 0.00
pan, 14, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 7, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 12, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 4, 0.00
pan, 95, 0.02
range select, 1, 0.00
pan, 24, 0.01
range select, 37, 0.01
clear, 1, 0.00
brush, 26, 0.01
clear, 1, 0.00
brush, 26, 0.01
clear, 1, 0.00
brush, 4, 0.00
clear, 1, 0.00
brush, 32, 0.01
clear, 1, 0.00
brush, 21, 0.00
clear, 1, 0.00
brush, 7, 0.00
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
brush, 4, 0.00
clear, 1, 0.00
brush, 31, 0.01
clear, 1, 0.00
brush, 65, 0.01
clear, 1, 0.00
brush, 31, 0.01
clear, 1, 0.00
brush, 37, 0.01
clear, 1, 0.00
brush, 10, 0.00
range select, 76, 0.02
pan, 1, 0.00
zoom, 1, 0.00
pan, 18, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 65, 0.01
zoom, 1, 0.00
pan, 27, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
