pan, 209, 0.03
zoom, 1, 0.00
pan, 44, 0.01
clear, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 8, 0.00
zoom, 1, 0.00
pan, 5, 0.00
clear, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 76, 0.01
zoom, 1, 0.00
pan, 5, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 44, 0.01
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
brush, 7, 0.00
clear, 1, 0.00
brush, 3, 0.00
clear, 1, 0.00
brush, 68, 0.01
clear, 1, 0.00
brush, 24, 0.00
clear, 1, 0.00
brush, 24, 0.00
clear, 1, 0.00
brush, 50, 0.01
clear, 1, 0.00
brush, 7, 0.00
clear, 1, 0.00
brush, 26, 0.00
clear, 1, 0.00
brush, 2, 0.00
clear, 1, 0.00
brush, 63, 0.01
clear, 1, 0.00
brush, 12, 0.00
clear, 1, 0.00
brush, 10, 0.00
clear, 1, 0.00
brush, 11, 0.00
clear, 1, 0.00
brush, 29, 0.00
range select, 19, 0.00
clear, 1, 0.00
pan, 332, 0.05
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 28, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 15, 0.00
zoom, 1, 0.00
pan, 7, 0.00
zoom, 1, 0.00
pan, 12, 0.00
zoom, 1, 0.00
pan, 13, 0.00
zoom, 1, 0.00
pan, 10, 0.00
range select, 27, 0.00
clear, 1, 0.00
range select, 10, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 7, 0.00
pan, 1, 0.00
range select, 15, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 36, 0.01
clear, 1, 0.00
brush, 19, 0.00
clear, 1, 0.00
pan, 102, 0.01
clear, 1, 0.00
brush, 10, 0.00
clear, 1, 0.00
brush, 18, 0.00
clear, 1, 0.00
pan, 22, 0.00
clear, 1, 0.00
brush, 49, 0.01
pan, 10, 0.00
clear, 1, 0.00
brush, 36, 0.01
clear, 1, 0.00
pan, 7, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 9, 0.00
zoom, 1, 0.00
pan, 6, 0.00
zoom, 1, 0.00
pan, 8, 0.00
range select, 7, 0.00
clear, 1, 0.00
range select, 17, 0.00
clear, 1, 0.00
range select, 14, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 29, 0.00
clear, 1, 0.00
brush, 49, 0.01
clear, 1, 0.00
pan, 48, 0.01
clear, 1, 0.00
brush, 8, 0.00
clear, 1, 0.00
brush, 29, 0.00
clear, 1, 0.00
brush, 15, 0.00
clear, 1, 0.00
brush, 24, 0.00
clear, 1, 0.00
brush, 15, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 18, 0.00
clear, 1, 0.00
brush, 4, 0.00
pan, 31, 0.00
clear, 1, 0.00
range select, 15, 0.00
pan, 10, 0.00
range select, 21, 0.00
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 11, 0.00
range select, 15, 0.00
clear, 1, 0.00
range select, 15, 0.00
clear, 1, 0.00
range select, 8, 0.00
clear, 1, 0.00
pan, 27, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 7, 0.00
range select, 15, 0.00
clear, 1, 0.00
range select, 7, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 45, 0.01
zoom, 1, 0.00
pan, 8, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 20, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 10, 0.00
range select, 3, 0.00
clear, 1, 0.00
brush, 2, 0.00
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 51, 0.01
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 58, 0.01
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 15, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 6, 0.00
zoom, 1, 0.00
pan, 9, 0.00
zoom, 1, 0.00
pan, 46, 0.01
zoom, 1, 0.00
pan, 7, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 93, 0.01
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 14, 0.00
zoom, 1, 0.00
pan, 198, 0.03
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 27, 0.00
zoom, 1, 0.00
pan, 7, 0.00
range select, 1, 0.00
clear, 1, 0.00
range select, 9, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
brush, 1, 0.00
pan, 370, 0.05
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
pan, 124, 0.02
clear, 1, 0.00
pan, 41, 0.01
zoom, 1, 0.00
pan, 50, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 36, 0.01
clear, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 1, 0.00
clear, 1, 0.00
pan, 7, 0.00
clear, 1, 0.00
brush, 3, 0.00
range select, 1, 0.00
pan, 156, 0.02
zoom, 1, 0.00
pan, 9, 0.00
zoom, 1, 0.00
pan, 7, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 148, 0.02
range select, 1, 0.00
pan, 303, 0.04
range select, 4, 0.00
pan, 86, 0.01
range select, 1, 0.00
pan, 18, 0.00
range select, 1, 0.00
pan, 26, 0.00
range select, 14, 0.00
pan, 51, 0.01
range select, 44, 0.01
pan, 25, 0.00
range select, 1, 0.00
pan, 60, 0.01
range select, 6, 0.00
pan, 17, 0.00
clear, 1, 0.00
pan, 156, 0.02
clear, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 49, 0.01
range select, 10, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 1, 0.00
range select, 21, 0.00
clear, 1, 0.00
range select, 15, 0.00
pan, 22, 0.00
range select, 15, 0.00
pan, 24, 0.00
range select, 18, 0.00
clear, 1, 0.00
pan, 80, 0.01
clear, 1, 0.00
brush, 24, 0.00
clear, 1, 0.00
brush, 22, 0.00
clear, 1, 0.00
brush, 43, 0.01
range select, 18, 0.00
clear, 1, 0.00
brush, 1, 0.00
clear, 1, 0.00
pan, 85, 0.01
range select, 15, 0.00
pan, 46, 0.01
zoom, 1, 0.00
pan, 1, 0.00
zoom, 1, 0.00
pan, 8, 0.00
range select, 40, 0.01
