1380131609459, brush, hist-3
1380131612391, brush, hist-4
1380131618728, brush, hist-3
1380131627795, brush, hist-2
1380131672554, brush, hist-3
1380131674532, brush, hist-4
1380131676889, brush, bar-5
1380131677512, range select, bar-5
1380131727373, brush, bar-5
1380131751332, range select, bar-5
1380131828579, range select, hist-2
1380131845875, brush, hist-4
1380131845940, brush, hist-3
1380131846356, brush, hist-2
1380131847677, range select, hist-2
1380131851528, range select, bar-5
1380131856490, range select, hist-2
1380131895517, range select, bar-5
1380131908301, brush, hist-4
1380131912868, range select, geo-0-1
1380131925231, pan, geo-0-1
1380131925580, zoom, geo-0-1
1380131925592, pan, geo-0-1
1380131931457, zoom, geo-0-1
1380131931466, pan, geo-0-1
1380131954522, brush, hist-4
1380131981862, range select, geo-0-1
1380132058921, brush, bar-5
1380132063242, range select, geo-0-1
1380132129497, brush, hist-4
1380132130488, brush, hist-3
1380132130880, brush, hist-2
1380132135969, range select, hist-2
1380132181697, pan, geo-0-1
1380132181836, zoom, geo-0-1
1380132181983, pan, geo-0-1
1380132186810, zoom, geo-0-1
1380132186818, pan, geo-0-1
1380132191808, range select, hist-2
1380132199049, pan, geo-0-1
1380132199402, zoom, geo-0-1
1380132199415, pan, geo-0-1
1380132202834, zoom, geo-0-1
1380132202842, pan, geo-0-1
1380132203438, zoom, geo-0-1
1380132203449, pan, geo-0-1
1380132204255, zoom, geo-0-1
1380132204265, pan, geo-0-1
1380132227561, brush, bar-5
1380132246918, range select, geo-0-1
1380132279039, range select, hist-2
1380132292543, range select, geo-0-1
1380132318789, pan, geo-0-1
1380132326625, range select, bar-5
1380132332482, pan, geo-0-1
1380132338382, range select, bar-5
1380132349412, brush, bar-5
1380132356617, range select, bar-5
1380132361640, pan, geo-0-1
1380132361730, zoom, geo-0-1
1380132361950, pan, geo-0-1
1380132364034, zoom, geo-0-1
1380132364077, pan, geo-0-1
1380132365850, zoom, geo-0-1
1380132365858, pan, geo-0-1
1380132368194, zoom, geo-0-1
1380132368208, pan, geo-0-1
1380132370458, zoom, geo-0-1
1380132370465, pan, geo-0-1
1380132374736, zoom, geo-0-1
1380132374744, pan, geo-0-1
1380132380378, zoom, geo-0-1
1380132380386, pan, geo-0-1
1380132382876, zoom, geo-0-1
1380132382883, pan, geo-0-1
1380132388929, zoom, geo-0-1
1380132388939, pan, geo-0-1
1380132393336, range select, geo-0-1
1380132402885, brush, bar-5
1380132404081, range select, bar-5
1380132409991, range select, geo-0-1
1380132436752, pan, geo-0-1
1380132436832, zoom, geo-0-1
1380132436839, pan, geo-0-1
1380132437848, zoom, geo-0-1
1380132437856, pan, geo-0-1
1380132438858, zoom, geo-0-1
1380132438865, pan, geo-0-1
1380132439663, zoom, geo-0-1
1380132439669, pan, geo-0-1
1380132440596, zoom, geo-0-1
1380132440607, pan, geo-0-1
1380132450993, brush, bar-5
1380132463314, range select, bar-5
1380132465099, range select, geo-0-1
1380132469287, range select, bar-5
1380132473606, pan, geo-0-1
1380132473685, zoom, geo-0-1
1380132473692, pan, geo-0-1
1380132475519, zoom, geo-0-1
1380132475527, pan, geo-0-1
1380132481936, zoom, geo-0-1
1380132481944, pan, geo-0-1
1380132487115, zoom, geo-0-1
1380132487124, pan, geo-0-1
1380132513217, range select, bar-5
1380132516102, brush, bar-5
1380132532715, range select, bar-5
1380132539867, pan, geo-0-1
1380132539920, zoom, geo-0-1
1380132539928, pan, geo-0-1
1380132541185, zoom, geo-0-1
1380132541196, pan, geo-0-1
1380132542945, zoom, geo-0-1
1380132542951, pan, geo-0-1
1380132545123, zoom, geo-0-1
1380132545132, pan, geo-0-1
1380132548190, brush, bar-5
1380132555032, pan, geo-0-1
1380132556708, brush, bar-5
1380132563559, brush, hist-4
1380132563959, brush, hist-3
1380132564043, brush, hist-4
1380132565127, brush, hist-3
1380132565642, brush, hist-2
1380132568547, range select, hist-2
1380132598514, brush, hist-2
1380132598881, brush, hist-3
1380132598931, brush, hist-4
1380132600498, brush, hist-2
1380132624454, range select, hist-2
1380132631819, brush, hist-2
1380132648554, brush, hist-3
1380132648822, brush, bar-5
1380132649274, brush, hist-3
1380132649925, brush, hist-2
1380132650339, brush, hist-3
1380132650474, brush, bar-5
1380132651570, range select, bar-5
1380132661190, brush, hist-4
1380132678748, range select, geo-0-1
1380132708580, brush, hist-4
1380132715281, brush, bar-5
1380132721671, pan, geo-0-1
1380132721753, zoom, geo-0-1
1380132721765, pan, geo-0-1
1380132725147, zoom, geo-0-1
1380132725155, pan, geo-0-1
1380132729269, zoom, geo-0-1
1380132729282, pan, geo-0-1
1380132735962, range select, geo-0-1
1380132759649, brush, bar-5
1380132764139, range select, bar-5
1380132788818, pan, geo-0-1
1380132843195, zoom, geo-0-1
1380132843341, pan, geo-0-1
1380132843935, zoom, geo-0-1
1380132843977, pan, geo-0-1
1380132845547, zoom, geo-0-1
1380132845555, pan, geo-0-1
1380132848550, brush, bar-5
1380132852540, range select, geo-0-1
1380132860841, pan, geo-0-1
1380132860959, zoom, geo-0-1
1380132860966, pan, geo-0-1
1380132863730, zoom, geo-0-1
1380132863739, pan, geo-0-1
1380132870663, range select, geo-0-1
1380132904042, brush, hist-4
1380132909278, range select, geo-0-1
1380132967128, range select, bar-5
1380132977015, pan, geo-0-1
1380132977369, zoom, geo-0-1
1380132977377, pan, geo-0-1
1380132978577, zoom, geo-0-1
1380132978586, pan, geo-0-1
1380132979394, zoom, geo-0-1
1380132979402, pan, geo-0-1
1380132980127, zoom, geo-0-1
1380132980135, pan, geo-0-1
