time, action, visualization
0:07:14,pan,geo-0-1
0:07:15,zoom,geo-0-1
0:07:15,pan,geo-0-1
0:07:40,zoom,geo-0-1
0:07:40,pan,geo-0-1
0:07:49,zoom,geo-0-1
0:07:49,pan,geo-0-1
0:07:50,zoom,geo-0-1
0:07:50,pan,geo-0-1
0:08:06,brush,hist-3
0:08:06,brush,hist-4
0:08:18,range select,geo-0-1
0:09:14,pan,geo-0-1
0:09:20,range select,geo-0-1
0:09:38,pan,geo-0-1
0:09:39,range select,geo-0-1
0:10:52,pan,geo-0-1
0:10:53,zoom,geo-0-1
0:10:53,pan,geo-0-1
0:10:55,zoom,geo-0-1
0:10:55,pan,geo-0-1
0:10:57,zoom,geo-0-1
0:10:57,pan,geo-0-1
0:11:01,range select,geo-0-1
0:11:02,pan,geo-0-1
0:11:07,zoom,geo-0-1
0:11:07,pan,geo-0-1
0:11:08,zoom,geo-0-1
0:11:08,pan,geo-0-1
0:11:12,range select,geo-0-1
0:11:24,range select,bar-5
0:11:26,pan,geo-0-1
0:11:29,zoom,geo-0-1
0:11:29,pan,geo-0-1
0:11:30,zoom,geo-0-1
0:11:30,pan,geo-0-1
0:11:33,range select,geo-0-1
0:11:44,pan,geo-0-1
0:11:44,zoom,geo-0-1
0:11:44,pan,geo-0-1
0:11:45,zoom,geo-0-1
0:11:45,pan,geo-0-1
0:11:45,zoom,geo-0-1
0:11:45,pan,geo-0-1
0:11:54,range select,geo-0-1
0:12:26,brush,hist-4
0:12:28,range select,geo-0-1
0:12:58,pan,geo-0-1
0:13:00,range select,geo-0-1
0:13:42,pan,geo-0-1
0:13:46,zoom,geo-0-1
0:13:46,pan,geo-0-1
0:13:49,zoom,geo-0-1
0:13:49,pan,geo-0-1
0:13:54,zoom,geo-0-1
0:13:54,pan,geo-0-1
0:13:55,zoom,geo-0-1
0:13:55,pan,geo-0-1
0:14:07,range select,geo-0-1
0:14:32,pan,geo-0-1
0:14:32,zoom,geo-0-1
0:14:32,pan,geo-0-1
0:14:35,zoom,geo-0-1
0:14:35,pan,geo-0-1
0:14:54,zoom,geo-0-1
0:14:54,pan,geo-0-1
0:14:56,zoom,geo-0-1
0:14:56,pan,geo-0-1
0:15:24,zoom,geo-0-1
0:15:24,pan,geo-0-1
0:15:28,zoom,geo-0-1
0:15:28,pan,geo-0-1
0:15:28,zoom,geo-0-1
0:15:28,pan,geo-0-1
0:15:30,zoom,geo-0-1
0:15:30,pan,geo-0-1
0:15:31,zoom,geo-0-1
0:15:31,pan,geo-0-1
0:15:32,zoom,geo-0-1
0:15:32,pan,geo-0-1
0:15:35,zoom,geo-0-1
0:15:35,pan,geo-0-1
0:15:36,zoom,geo-0-1
0:15:36,pan,geo-0-1
0:15:40,zoom,geo-0-1
0:15:40,pan,geo-0-1
0:15:51,zoom,geo-0-1
0:15:51,pan,geo-0-1
0:15:58,zoom,geo-0-1
0:15:58,pan,geo-0-1
0:16:01,zoom,geo-0-1
0:16:01,pan,geo-0-1
0:16:04,zoom,geo-0-1
0:16:04,pan,geo-0-1
0:16:11,zoom,geo-0-1
0:16:11,pan,geo-0-1
0:17:19,zoom,geo-0-1
0:17:19,pan,geo-0-1
0:17:21,zoom,geo-0-1
0:17:21,pan,geo-0-1
0:17:26,zoom,geo-0-1
0:17:26,pan,geo-0-1
0:17:29,range select,geo-0-1
0:17:38,pan,geo-0-1
0:17:38,zoom,geo-0-1
0:17:38,pan,geo-0-1
0:17:40,zoom,geo-0-1
0:17:40,pan,geo-0-1
0:17:58,range select,geo-0-1
0:18:14,pan,geo-0-1
0:18:14,zoom,geo-0-1
0:18:14,pan,geo-0-1
0:18:16,zoom,geo-0-1
0:18:16,pan,geo-0-1
0:18:16,zoom,geo-0-1
0:18:16,pan,geo-0-1
0:18:17,zoom,geo-0-1
0:18:17,pan,geo-0-1
0:18:20,zoom,geo-0-1
0:18:20,pan,geo-0-1
0:18:21,zoom,geo-0-1
0:18:21,pan,geo-0-1
0:18:27,zoom,geo-0-1
0:18:27,pan,geo-0-1
0:18:37,zoom,geo-0-1
0:18:37,pan,geo-0-1
0:18:41,range select,geo-0-1
0:18:53,pan,geo-0-1
0:18:55,zoom,geo-0-1
0:18:55,pan,geo-0-1
0:18:56,zoom,geo-0-1
0:18:56,pan,geo-0-1
0:18:56,zoom,geo-0-1
0:18:56,pan,geo-0-1
0:18:57,zoom,geo-0-1
0:18:57,pan,geo-0-1
0:18:59,range select,geo-0-1
0:20:09,pan,geo-0-1
0:20:10,zoom,geo-0-1
0:20:10,pan,geo-0-1
0:20:12,zoom,geo-0-1
0:20:12,pan,geo-0-1
0:20:14,range select,geo-0-1
0:20:59,pan,geo-0-1
0:20:59,zoom,geo-0-1
0:20:59,pan,geo-0-1
0:21:00,zoom,geo-0-1
0:21:00,pan,geo-0-1
0:21:03,range select,geo-0-1
0:21:15,brush,hist-4
0:22:22,pan,geo-0-1
0:22:23,zoom,geo-0-1
0:22:23,pan,geo-0-1
0:22:25,zoom,geo-0-1
0:22:25,pan,geo-0-1
0:22:27,zoom,geo-0-1
0:22:27,pan,geo-0-1
0:22:29,zoom,geo-0-1
0:22:29,pan,geo-0-1
0:22:35,zoom,geo-0-1
0:22:35,pan,geo-0-1
0:22:41,zoom,geo-0-1
0:22:41,pan,geo-0-1
0:22:43,zoom,geo-0-1
0:22:44,pan,geo-0-1
0:23:11,zoom,geo-0-1
0:23:11,pan,geo-0-1
0:23:12,zoom,geo-0-1
0:23:12,pan,geo-0-1
0:23:19,zoom,geo-0-1
0:23:19,pan,geo-0-1
0:23:21,zoom,geo-0-1
0:23:21,pan,geo-0-1
0:23:22,zoom,geo-0-1
0:23:22,pan,geo-0-1
0:23:51,zoom,geo-0-1
0:23:51,pan,geo-0-1
0:23:53,zoom,geo-0-1
0:23:53,pan,geo-0-1
0:23:56,zoom,geo-0-1
0:23:56,pan,geo-0-1
0:23:57,zoom,geo-0-1
0:23:57,pan,geo-0-1
0:24:10,zoom,geo-0-1
0:24:10,pan,geo-0-1
0:24:31,range select,geo-0-1
