Time,State,action,reward,visualization,subtask
00:30:22,(Sensemaking+hist-3),brush,0.0,hist-3,1
00:30:22,(Sensemaking+bar-4),brush,0.5,bar-4,1
00:30:22,(Question+bar-4),brush,0.0,bar-4,1
00:30:34,(Question+scatterplot-0-1),pan,0.0,scatterplot-0-1,1
00:30:35,(Question+scatterplot-0-1),pan,0.0,scatterplot-0-1,1
00:30:36,(Question+scatterplot-0-1),pan,0.0,scatterplot-0-1,1
00:30:39,(Question+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:30:40,(Question+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:30:42,(Question+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:30:47,(Question+bar-4),range select,0.0,bar-4,1
00:30:52,(Question+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:30:53,(Question+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:31:59,(Question+scatterplot-0-1),pan,0.0,scatterplot-0-1,1
00:32:29,(Question+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:32:29,(Sensemaking+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:32:30,(Sensemaking+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:32:31,(Sensemaking+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:32:32,(Sensemaking+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:32:33,(Sensemaking+scatterplot-0-1),range select,0.0,scatterplot-0-1,1
00:36:57,(Sensemaking+bar-4),range select,0.0,bar-4,1
00:37:56,(Sensemaking+hist-3),range select,1.0,hist-3,1
00:38:06,(Sensemaking+hist-3),range select,1.0,hist-3,1
00:38:12,(Sensemaking+hist-3),range select,0.0,hist-3,1
00:38:17,(Sensemaking+hist-3),range select,0.0,hist-3,1
00:38:32,(Sensemaking+hist-3),range select,0.0,hist-3,1
00:38:40,(Sensemaking+hist-3),range select,0.0,hist-3,1
00:38:45,(Sensemaking+hist-3),range select,0.25,hist-3,2
00:38:47,(Question+hist-3),range select,0.0,hist-3,2
00:38:50,(Question+hist-3),range select,0.0,hist-3,2
00:38:53,(Question+hist-3),range select,0.0,hist-3,2
00:39:01,(Sensemaking+hist-3),range select,1.0,hist-3,2
00:39:04,(Sensemaking+hist-3),range select,0.0,hist-3,2
00:39:06,(Sensemaking+hist-3),range select,0.0,hist-3,2
00:39:10,(Question+hist-3),range select,0.0,hist-3,2
00:39:11,(Sensemaking+hist-3),range select,0.0,hist-3,2
00:39:27,(Sensemaking+hist-3),range select,0.25,hist-3,2
00:39:28,(Question+hist-3),range select,0.0,hist-3,3
00:39:30,(Question+hist-3),range select,0.0,hist-3,3
00:39:31,(Sensemaking+hist-3),range select,0.0,hist-3,3
00:39:33,(Sensemaking+hist-3),range select,0.0,hist-3,3
00:39:36,(Sensemaking+hist-3),range select,0.0,hist-3,3
00:39:38,(Sensemaking+hist-3),range select,0.0,hist-3,3
00:39:39,(Sensemaking+hist-3),range select,0.0,hist-3,3
00:39:40,(Sensemaking+hist-3),range select,0.0,hist-3,3
00:39:42,(Sensemaking+hist-3),range select,1.0,hist-3,3
00:39:44,(Sensemaking+hist-3),range select,1.0,hist-3,3
00:40:07,(Sensemaking+hist-3),range select,0.0,hist-3,4
00:40:10,(Sensemaking+hist-3),range select,0.0,hist-3,4
00:40:11,(Sensemaking+hist-3),range select,0.25,hist-3,4
00:40:12,(Sensemaking+hist-3),range select,0.25,hist-3,4
00:40:13,(Sensemaking+hist-3),range select,0.0,hist-3,4
00:40:15,(Sensemaking+hist-3),range select,0.0,hist-3,4
00:40:16,(Sensemaking+hist-3),range select,0.25,hist-3,4
00:40:20,(Sensemaking+hist-3),range select,0.25,hist-3,4
00:40:22,(Sensemaking+hist-3),range select,0.0,hist-3,4
00:40:24,(Sensemaking+hist-3),range select,0.0,hist-3,4
00:40:30,(Sensemaking+hist-3),range select,1.0,hist-3,4
00:40:32,(Sensemaking+hist-3),range select,0.25,hist-3,4
00:40:34,(Question+hist-3),range select,0.0,hist-3,5
00:40:37,(Question+hist-3),range select,0.0,hist-3,5
00:40:39,(Question+hist-3),range select,0.0,hist-3,5
